BaseID,Name,combat_type,alignment,role,categories,ability_classes,image,ship,era,unit_relic_all,unit_relic_guilds_100,unit_relic_kyber_1000
TIEREAPER,TIE Reaper,2,Dark Side,Support,Empire,Reduce Cooldowns|Defense Up|Dispel|Protection Up|Gain Turn Meter|Defense Down|AoE|Offense Down|Remove Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_tiereaper.png,,Legacy,,,
TIESILENCER,TIE Silencer,2,Dark Side,Attacker,First Order,Reduce Cooldowns|Target Lock|Counter|Dispel|Gain Turn Meter|Foresight|Advantage|Stun,https://game-assets.swgoh.gg/textures/tex.charui_tie_silencer.png,,Legacy,,,
UMBARANSTARFIGHTER,Umbaran Starfighter,2,Light Side,Tank,Galactic Republic|Clone Trooper,Defense Up|Counter|Dispel|Target Lock|Gain Turn Meter|Defense Down|AoE|Offense Down|Remove Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_umbaran_star_fighter.png,,Legacy,,,
UWINGROGUEONE,Cassian's U-wing,2,Light Side,Support,Rebel|Rogue One,Target Lock|Counter|Dispel|Expose|Gain Turn Meter|Defense Down|AoE|Offense Down|Remove Turn Meter|Tenacity Down|Assist|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_uwing_hero.png,,Legacy,,,
UWINGSCARIF,Bistan's U-wing,2,Light Side,Support,Rebel|Rogue One,Offense Up|Target Lock|Gain Turn Meter|Advantage|Tenacity Down|Assist|+Speed|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_uwing.png,,Legacy,,,
VULTUREDROID,Vulture Droid,2,Dark Side,Attacker,Separatist|Droid,Reset Cooldown|Ability Block|Dispel|AoE|Blind|Assist|Buff Immunity,https://game-assets.swgoh.gg/textures/tex.charui_vulturedroid.png,,Legacy,,,
XANADUBLOOD,Xanadu Blood,2,Dark Side,Support,Bounty Hunter|Scoundrel,Bonus Attack|Target Lock|Counter|Defense Down|AoE|Breach|Retribution|Assist|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_xanadublood.png,,Legacy,,,
XWINGBLACKONE,Poe Dameron's X-wing,2,Light Side,Attacker,Resistance,Offense Up|Target Lock|Daze|Dispel|Gain Turn Meter|Foresight,https://game-assets.swgoh.gg/textures/tex.charui_xwing_blackone.png,,Legacy,,,
XWINGRED2,Wedge Antilles's X-wing,2,Light Side,Attacker,Rebel,Healing Immunity|Gain Turn Meter|Damage Over Time|Buff Immunity|+Speed,https://game-assets.swgoh.gg/textures/tex.charui_xwing_red2.png,,Legacy,,,
XWINGRED3,Biggs Darklighter's X-wing,2,Light Side,Tank,Rebel,Taunt|Target Lock|Protection Up|Offense Down|Assist,https://game-assets.swgoh.gg/textures/tex.charui_xwing_red3.png,,Legacy,,,
XWINGRESISTANCE,Resistance X-wing,2,Light Side,Support,Resistance,Target Lock|Daze|Dispel|Expose|Remove Turn Meter|Assist,https://game-assets.swgoh.gg/textures/tex.charui_xwing_resistance.png,,Legacy,,,
YWINGCLONEWARS,BTL-B Y-wing Starfighter,2,Light Side,Tank,Galactic Republic,Taunt|Counter|Dispel|Protection Up|Retribution,https://game-assets.swgoh.gg/textures/tex.charui_ywing_btlb.png,,Legacy,,,
YWINGREBEL,Rebel Y-wing,2,Light Side,Tank,Rebel,Assist|Taunt|Dispel|Protection Up,https://game-assets.swgoh.gg/textures/tex.charui_ywing.png,,Legacy,,,
